clue,explanation,answer,url
汽：气走了，工：人来了,提示：“汽：气走了”指的是“汽”笔画去掉“气”，剩下“氵”。“工人”明扣。,沃,https://www.wwyulu.com/read/158061.html
林下有蛋，没有虫,提示：“林下有蛋，没有虫”指的是“林”“蛋”笔画没有“虫”，剩下部分调整笔画，组成“楚”字。,楚,https://www.wwyulu.com/read/158059.html
春去三日，两人归,提示：“春去三日”指的是“春”笔画去掉“三日”部分，剩下“人”字。“两人”指的是两个“人”字，即“人人”。人+人+人=众。,众,https://www.wwyulu.com/read/158058.html
八口人,提示：“八口人”调整笔画，组成“谷”字。,谷,https://www.wwyulu.com/read/158057.html
一心相见未必见,提示：“一心相见未必见”反过来理解就是“未必”笔画去掉“一心”，剩下“丿木”。,禾,https://www.wwyulu.com/read/158034.html
宋没了盖，好没了女,提示：“盖”指的是宝盖头“宀”；“宋没了盖”指的是“宋”笔画“宀”去掉，剩下“木”。“好没了女”指的是“好”笔画去掉“女”，剩下“子”。子+木=李。,李,https://www.wwyulu.com/read/158017.html
阴天没了耳，夫走一人,提示：“耳”指的是包耳旁“阝”；“阴天没了耳”指的是“阴”笔画“阝”去掉，剩下“月”。“夫走一人”指的是“夫”笔画去掉“一人”，剩下“一”。一+月=且。,且,https://www.wwyulu.com/read/158016.html
肚没了土，传走了人,提示：“肚没了土”指的是“肚”笔画“土”去掉，剩下“月”。“人”理解为单人旁“亻”；“传走了人”指的是“传”笔画“亻”去掉，剩下“专”。月+专=䏝。,䏝,https://www.wwyulu.com/read/158015.html
大人走了，地也走了,提示：“大人走了”指的是“大”笔画“人”去掉，剩下“一”。“地也走了”指的是“地”笔画“也”去掉，剩下“土”。土+一=王。,王,https://www.wwyulu.com/read/158014.html
庄没了广，夺没了大,提示：“庄没了广”指的是“庄”笔画“广”没了，剩下“土”。“夺没了大”指的是“夺”笔画“大”去掉，剩下“寸”。寸+土=寺。,寺,https://www.wwyulu.com/read/158013.html
排没了手，软没了欠,提示：“手”理解为提手旁“扌”；“排没了手”指的是“排”笔画没了“扌”，剩下“非”。“软没了欠”指的是“软”笔画“欠”没有了，剩下“车”。车+非=辈。,辈,https://www.wwyulu.com/read/158012.html
狗句走了，禾苗来了,提示：“狗句走了”指的是“狗”笔画“句”去掉，剩下“犭”。“苗”明扣。苗+犭=猫。,猫,https://www.wwyulu.com/read/158011.html
王走了一，思走了田,提示：“王走了一”指的是“王”笔画去掉“一”，剩下“士”。“思走了田”指的是“思”笔画去掉“田”，剩下“心”。士+心=志。,志,https://www.wwyulu.com/read/158010.html
一字不留，见人发火,提示：“字”明扣。“见人发火”反过来理解就是“火”笔画没有“人”，剩下“、、”。,学,https://www.wwyulu.com/read/157952.html
东方之星出水,提示：“东”五行属“木”。“星”指的是星星，形状为“、”。“水”理解为三点水“氵”。,沭,https://www.wwyulu.com/read/157913.html
出手建功添后劲,提示：“手”理解为提手旁“扌”。“后劲”指的是“劲”笔画后面部分，为“力”。“建功添后劲”反过来理解指的是“功”笔画“力”去掉，剩下“工”字。,扛,https://www.wwyulu.com/read/157865.html
连日半价乏人来,提示：“连日”指的是连着的“日”，即“日日”，“日日”相连组成“田”字。“人”理解为单人旁“亻”；“半价乏人来”指的是“价”笔画的“亻”缺乏，剩下“介”。,界,https://www.wwyulu.com/read/157824.html
心怀寸土展诗情,提示：“心”理解为竖心旁“忄”。“心怀寸土展诗情”反过来理解就是“诗情”笔画去掉“忄”“寸土”，剩下“讠青”，“讠青”组成“请”字。,请,https://www.wwyulu.com/read/157771.html
自古金口总难开,提示：“金”理解为金字旁“钅”。“古”“口”明扣。,锢,https://www.wwyulu.com/read/157624.html
猴年安定面貌新,提示：“猴年”指的是申猴年，扣“申”。“安”明扣。,婶,https://www.wwyulu.com/read/157593.html
南美偶遇高希希,提示：“南美”指的是“美”笔画南面（下面），为“大”。“高希希”指的是“希希”笔画高处，为“××”；“偶遇高希希”指的是“××”为偶数，即“××××”。,爽,https://www.wwyulu.com/read/157559.html
苦心觅得和田玉,提示：“苦心”指的是“苦”笔画中心部分，为“十”字。“苦心觅得和田玉”反过来理解就是“田玉”笔画没有“十”，剩下“口玉”。,国,https://www.wwyulu.com/read/157533.html
减负还需接力,提示：“力”明扣。“负”指的是负数，形状为“一”。“减”指的是减法，符号为“一”。,五,https://www.wwyulu.com/read/157488.html
游人品茶催续水,提示：“水”理解为三点水“氵”。“游人品茶”指的是“品茶”笔画去掉“人”，剩下“品艹木”。,藻,https://www.wwyulu.com/read/157450.html
双十一要剁手,提示：“手”理解为提手旁“扌”。“双十一”指的是一双“十一”，即“十一十一”，组成“圭”。,挂,https://www.wwyulu.com/read/157385.html
释放后人变样,提示：“释放后”指的是“放”笔画后面部分去掉，剩下“方”。“人变样”指的是“人”变成单人旁“亻”。,仿,https://www.wwyulu.com/read/157378.html
一同唱首《动起来》,提示：“一”明扣。“唱首”指的是“唱”笔画首部，为“口”。“动起”指的是“动”笔画起始部分，为“云”。,昙,https://www.wwyulu.com/read/157287.html
猴年安定展新颜,提示：“猴”为十二生肖，与十二地支中的“申”相扣。“安”明扣。,婶,https://www.wwyulu.com/read/157272.html
吟尽古今百首诗,提示：“吟尽古今”指的是“古今”笔画去掉“吟”，剩下“十”。“百首”指的是“百”笔画首部，为“一”。“吟尽古今百首诗”指的是“诗”笔画去掉“十”“一”，剩下“讨”字。,讨,https://www.wwyulu.com/read/157179.html
除非伸出舌头来,提示：“非”符号为“一”。“舌头”指的是“舌”笔画头部，为“千”。,壬,https://www.wwyulu.com/read/157070.html
松针可清心明目,提示：“松针”形状为“丿”。“心”“目”明扣。,息,https://www.wwyulu.com/read/157069.html
三点去展示中心,提示：“三”“中心”明扣。“点”形状为“、”。,惠,https://www.wwyulu.com/read/156941.html
街头达人,提示：“街头”指的是“街”笔画头部，为“彳”，“彳”扣“人人”。谜面中的“人”明扣。,众,https://www.wwyulu.com/read/156885.html
海棠花开疏影隐,提示：“海棠花开疏影隐”指的是“海棠”笔画去掉部分，剩下“氵尚”。氵+尚=淌。,淌,https://www.wwyulu.com/read/156864.html
不用一点象牙,提示：“点”形状为“、”。“不用一点象牙”反过来理解就是“牙”笔画增加“、”，组成“乐”。,乐,https://www.wwyulu.com/read/156810.html
山中又获二首诗,提示：‌“山中”指的是“山”笔画中间部分，为“丨”。“又”“二”明扣。“首诗”指的是“诗”笔画首部，为“讠”。,译,https://www.wwyulu.com/read/156732.html
雪山化出画中影,提示：“山化”指的是“山”笔画变化，变成“彐”字；“雪山化出”指的是“雪”笔画“彐”去掉，剩下“雨”。“画中”指的是“画”笔画中间部分，为“田”。,雷,https://www.wwyulu.com/read/156654.html
水滴山石涌泉岩,提示：“水滴山石涌泉岩”反过来理解就是“泉岩”笔画去掉“水”“山石”，剩下“白”。,白,https://www.wwyulu.com/read/156598.html
续写大义，自有后来人,提示：“续写大义，自有后来人”反过来理解就是“大义”笔画的“人”没有，剩下部分调整笔画，组成“文”字。,文,https://www.wwyulu.com/read/156539.html
烟花人影写春秋,提示：“烟花人影写春秋”指的是“人”“春秋”笔画去掉“烟”，剩下“人三禾”。,秦,https://www.wwyulu.com/read/156504.html
再三承诺,提示：“再三”指的是“三”重复，即“三三”，“三三”相加等于“六”。“承诺”指的是允诺。,兖,https://www.wwyulu.com/read/156461.html
鸡年行舟映帘中,提示：“鸡”为十二生肖，与十二地支中的“酉”相扣。“舟”形状为“刀”。“帘中”指的是“帘”笔画中间部分，为“八”。,酚,https://www.wwyulu.com/read/156449.html
朗月当空，没一点兔影,提示：“点”形状为“、”；“朗月当空，没一点”指的是“朗”笔画“月”“、”去掉，剩下“即”笔画没有“ㄗ”的部分。“兔”为十二生肖，与十二地支中的“卯”相扣。,卿,https://www.wwyulu.com/read/156408.html
六安又建铁路线,提示：“六”“又”明扣。“铁路线”形状为“丨丨”。,变,https://www.wwyulu.com/read/156388.html
新春走基层,提示：“新春”指的是酉鸡年。“基层”指的是“层”笔画底部，为“云”。,酝,https://www.wwyulu.com/read/156387.html
二三人一个组合,提示：“人”理解为单人旁“亻”。“二三”“个”调整笔画，组成“奉”。,俸,https://www.wwyulu.com/read/156337.html
天际残阳唤不回,提示：“天际残”指的是“天际”笔画残缺，剩下“一阝”。“不”明扣。,邳,https://www.wwyulu.com/read/156336.html
内人不容易,提示：“内人不”指的是“内”笔画“人”不要，剩下“冂”。“容”明扣。,窝,https://www.wwyulu.com/read/156334.html
云锁峰头隐远山,提示：“远山”指的是远处的山，形状为“厶”。“峰头”指的是“峰”笔画头部，为“山”。“云锁峰头隐远山”指的是“云”“山”笔画隐藏“厶”，剩下“二山”，“二山”组成字“击”。,击,https://www.wwyulu.com/read/156306.html
扬声威初见端倪,提示：“扬声威”指的是“威”与“位”谐音相扣。“初见端倪”指的是“端倪”笔画初始部分，为“立亻”。,位,https://www.wwyulu.com/read/156209.html
共担创新巧出手,提示：“共”明扣。“手”理解为提手旁“扌”；“担创新巧出手”指的是“担”去掉“扌”，剩下“旦”，“旦”笔画创新，变成“田”字。,黄,https://www.wwyulu.com/read/156153.html
文中结构有点变化,提示：“点”形状为“、”。“文中结构有点变化”指的是“文中”与“、”调整笔画，组成“蚁”字。,蚁,https://www.wwyulu.com/read/156109.html
