input,answer,variation
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 확풍정구를의통류실제해은토의하견으와로적한천수원여위사다호를
seq2: 의류방수정다원해여하제사구은견풍실한위로확를호와의토적를통으천",방,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 를호견류의원풍다하해제확수은의천구토으통정적와한사로를여실위
seq2: 류호와다토견로해하확한제를적으실통의풍위구천정원를수의사여",은,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 로여천호확토를의견를적실으정구풍사의한해와류원다수통제은하위
seq2: 풍정원실여를확토견제류호해천로의으통위수적하한다를구캐와사은",의,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 간회도실한시사에밖근않에제데를지강무하서은착에하하의지는는늘임
seq2: 는데임근하간의도서밖실에는회한지은를에하지하강에사무제시착않늘",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 늘무하은데도에않에제하지지에강실하회밖근사는착서를의임시한간는
seq2: 근않서에늘무데지회한착지사밖강인제에는를에하도하임의하간은실는시",인,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 무서사지않늘간는시밖지제강를의에데회근한착에실하하하는에은임도
seq2: 에를밖은의하근한지서사에회실않무는도지는하시데착에임간강제늘",하,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 하간사은임에늘지시도서회에않의무하는는착실하에한강제지근데밖를
seq2: 늘않는하강에시은한데실착사는지밖의에에무서하근회지하제를지도간",임,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 은고의건비최여차률실개다창러지통서식적승상에의주주방였신하송는설
seq2: 에서주건고창적송의차의승하최는러식다설방상비실개은신지률였통여주",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 는여은고방에건송적서상창러였주지승하비실설률최다차신식주통의개의
seq2: 식고하은주지의적주여자는설에송비차개였건다창최의서상러승실통방률신",자,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 적차는에개은고였주상송승의최서방러지식실창설주의통건비여률다하신
seq2: 건은주비적신다통식송의차방지실에여최의였상는서창하주러고률설개",승,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 비의의고다신하지적실률창는송은에러였통서식방건여최개설차승주주상
seq2: 주지고여신실개률승는식적러건하서차통주상설창방다은송놓였최비의의",에,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 손이이년도적자중의가처결다지보문았에신번낸것이영이음다타를을푸건만
seq2: 지다것건처타았음낸가다푸결에번신이보년이중자이도문이적를만을의영손",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 이를이음을다중다가년건결만번적손이지영처보자이의았에것문타도낸푸신
seq2: 손것결음년이중건신이다이낸이타을영푸다처번를적분만자에가보도지문았의",분,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 년다가타에을손것의보음다이번신영이처를지이문이았푸중만결낸적자도건
seq2: 보만을이처가손년다았낸적지에도음타건이다의푸신결중이이를것영번자",문,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 만문년낸결를이도푸가이았지신번처건손적의에타자이다음영것을중다보이
seq2: 다손이건이음이만번를타의것에낸푸처사자이영다보가았도중문을지신년결",적,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 방은더메내그수도일있시극밀라유는성형카설와다비정러의우수진리카나같오
seq2: 의카리형우정더시다오나방메설러수내있성라밀비카은유극같는일와그도수진",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 더밀카그일설도러나수정다성는형우수메리내시유와같극진은있의카오방라비
seq2: 그밀더있이다의일러성는리유진메내도극정카와비형오은우라설시나방카같수수",이,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 메카카있비극나그도형리오우라수방내와더은수러다진는시성유의설정일같밀
seq2: 나있비메다리설는극일성유진내더그형카라우와밀수의같도정러방시수은카",오,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 그카설도형는수극러카있우나비다리의더오밀정와성내은수유시진일메라같방
seq2: 있정와카시도메다러밀같카오리는형진일성그우유의라내더방극치설나비은수",수,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 있면정방형측고할수주주난고지과창정다인결펀압한난개고에직분지창부다드력
seq2: 고펀정력지주면수있다할난분한측방결창고부정다주직형난고지개과압창인드에",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 압인주직창다주방고있펀다형한할난개부지수창고드결측정지난정력과면분고에
seq2: 수면드펀지다력방주지압고형인한과난분고고정할창주있에개분난부다측창정결직",분,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 형직지수고면창개부주정지다방인력고주분고있난결다할에한측압창드정펀과난
seq2: 있지지다에형고드개측창펀난부결할한난고주다면인정분력고직수압과창정방",주,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 난압측면과창직결다분고정할에고창정부인주지개펀한형고드주력다난방있지수
seq2: 인분결정고형지압에직할개창측펀값력있창부난드방지난고정다주과한주면고수",다,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 박그터압명커뮤티지의인의회업명인라과중명다사역온과명니기적넷동박이승경추
seq2: 라이박승회의기지적추박터명명인다니압넷명티업그과중명인동온과뮤사커역경의",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 인지의의동다승박명과명과역기회넷티뮤압명라사박이커업적온중인명니터추경그
seq2: 온인지라과업뮤회의인승그박압커추경터명명명다의이박사기명적티넷하중니과역동",하,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 동추니과경인이넷기인명티역그승커압의과온박박라중사의회지다명명뮤적터업명
seq2: 넷의기인업지추사명라니티그박과명이과터뮤커박적역중온동다승의인경명명압",회,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 넷과라기커뮤승명이압니역적명경박그티인동의온터사추명박지인업회명의과중다
seq2: 명니과터과승박명라적업그추중의커사인동만뮤다지박회온역티명의경이명압기넷",인,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 디경자인전적하하적에에너라건하강이이며적고전편며도절통하고약지이안환터친에
seq2: 적하이건하터인편전라고이안강경적약고하적환디너통며전절에자며에에하친지이도",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 하이안에환고에하강하라자통편전에너이고하터며며도디적적경전지적절약인친건이
seq2: 너며통이안지편적고며에전디터에고자하간경약친도에적건하환인하적이라전절강하이",간,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 도하고약하지자통경전라적친강디인고며하적너건전며에에이하이터환편안이절에적
seq2: 자에고인너건도적고디강이경환에며약이지하터통전라에며전하이안편적하적절친",하,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 자에지며도절약고디적인하하강친하에안며이이적이전환건고편에라경너적터통하전
seq2: 편전이며도안하터인이적친경지강에너디이전고하라하통하에리자건적절고에약적며",환,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 뒤제추다로에성을이문을가의제공경경통용으속적고자하서명로심였분어류로다통했도
seq2: 경로뒤추자류제로했공속이에으적로였서어을심가제다하문분고다통도의을명경성용통",예,unchanged
