input,answer,variation
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: only strength me is physical a released such was told movie exhausted challenge first but to challenge They to not an they are Making episode also a after animated intelligence the
seq2: they challenge told but not animated challenge released They intelligence first was to after strength Making to only exhausted are an is episode such me movie a a physical the also",yes,unchanged
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: me after strength not such was they the a episode to to released intelligence movie are told first is challenge They also a animated only Making but exhausted an challenge physical
seq2: such They even movie me a a Making animated an was only episode but to are challenge to first also physical intelligence exhausted the is challenge they not after strength told released",even,add
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: also is but such not told a strength animated are first to episode intelligence challenge movie released after Making the was to they a exhausted physical an They only challenge me
seq2: strength to movie the me is released animated challenge such was told a also intelligence to They are but they a after first only Making an challenge not physical episode",exhausted,delete
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: They are after challenge Making to an only physical episode also not intelligence me they told a strength animated the exhausted to was released but first a such is movie challenge
seq2: exhausted first challenge told strength but episode Making after not also to such a released They an a to in was they is movie physical only intelligence the challenge me are",animated,modify
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: Weibo the Sina Three fat biggest pose NBA Angkor recording can how Thunder replay for definition challenge that High Lakers news Game dynamic miracles NBA Technical defend official statistics guy Weibo Sina
seq2: Angkor how fat news Sina Lakers miracles definition biggest dynamic Technical Sina Weibo that Three replay defend challenge for Thunder the statistics official recording NBA High can pose NBA guy Weibo Game",yes,unchanged
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: biggest defend Thunder that guy miracles Angkor the how NBA news fat definition official Weibo Sina Sina Weibo Lakers challenge Three can statistics dynamic pose NBA Game replay Technical for recording High
seq2: Weibo fat defend Angkor pose High Game may Sina statistics recording replay that news Three Lakers challenge how Sina the official definition NBA guy dynamic for miracles Thunder biggest Weibo Technical NBA can",may,add
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: biggest Game NBA Three High Thunder that Sina Lakers pose defend for can news statistics dynamic guy the definition Angkor Sina miracles challenge official Technical how replay Weibo Weibo NBA recording fat
seq2: Sina fat statistics news for Lakers replay pose Technical dynamic NBA Three High that miracles the how recording challenge Weibo guy NBA Angkor Weibo Game official Thunder definition biggest Sina can",defend,delete
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: Angkor miracles NBA challenge fat biggest dynamic High the recording pose replay Three that can Thunder definition statistics for official guy Weibo news Technical NBA defend Sina how Sina Weibo Lakers Game
seq2: Lakers dynamic Sina Three Sina can NBA High definition for Game challenge news replay defend Technical Angkor statistics pose hit fat official Weibo Thunder guy that the Weibo how recording NBA miracles",biggest,modify
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: of If is to be will quality the good if water another is city water the a price buy toilet and replacing in enough parts not the years However the there problem the
seq2: replacing If water if years toilet water price enough buy problem to good the is of the not another the parts and a the quality be However city the there will is in",yes,unchanged
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: the buy the and If another replacing there be enough not if problem However water in to parts years is toilet is the price will good a water of city quality the the
seq2: and toilet not will replacing However to enough parts the water buy years quality another city problem price of water E a the the in is good If there the if be is the",E,add
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: to the the water price of the the good problem parts a city will not However be buy water years toilet enough is another If in quality and is replacing the if there
seq2: in toilet the price problem the city will water buy good quality is a replacing is the the be years not However there to if If another the of parts enough and",water,delete
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: is price of a to toilet the if good water buy problem water years If will the be city there parts However the and enough is quality replacing the in the another not
seq2: However parts the toilet not the in and buy city another the problem is of will enough a be If and years there the to good water quality is replacing price if the",water,modify
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: Online hours battery iAUDIO camera anti settings iAUDIO lowest yuan life the only kit Reference shake Nikon's prompt costs to Market Digital voice Zhongguancun EQ Imaging with yuan priced up price of DSLR a
seq2: kit of hours settings priced only voice battery with Reference Digital DSLR Market to Nikon's prompt a price yuan iAUDIO camera lowest costs yuan the life EQ anti up Online shake iAUDIO Imaging Zhongguancun",yes,unchanged
