text,answer
在以下文本中，简 出现了多少次？文本：这在协任在为简人多化就心简优上找中已疗雇项优市风因简项说观也和发有宏一应还装市版中的使迈猫很现巴到言大易尔身的下乐以简这为如面内成始续其遍晃国握否部词企多是彩在文国时题为按简前投的金在下源的林行不片不说朋增然动其阅封化广字在上老健金录文下曾尼的企词署他经南手于集图格而可德充优城住个国始让主绩话待可心摄亲用馨红说蓝衫气位国进游十术万任者试促方俱词前题交分大债的简一塔是找手候以情国平参仔十确消于族至机基为来战考告片,6
在以下文本中，王 出现了多少次？文本：会暂来花紧月出月文考信消分必一打王本具已科胜月积雅至狱买相了晕他元级理且出北比经四行是热颁行在发购发口的入也回有达神馆体工果进扮户从的单技星熟经交就金且月源感红天浙越能着斯联气的比影面公他眼其不南外些个为开要于的专方导森风企存特的期床得类本男的看应以端重的与完为导语系南攻军光动到烟基其有广身如国的解在就为熟揣语方英谐新了处球球美图这力王差理价形问这她亲前包现你金以岁的塔净些季令姿月凯平一并搭前利获沫别士现户夏下片家系出整以消块却明的号点程会于元放上贸收管姗名反挑响了没美东的合些完莎的忧告化趁内吉息以不结在佳仍作媒非本你业收象端斯国件范受欣市天就除体的股鹰简通达添阅于还刷过多量的盟债这萎权的战斯基繁银一影马复全率的近兰是格依同考的后区安行雄拥的设基定动汇中题波搞候的渔时蓝有行足处底悦刚二企脆角将知馆罗他口例接如爽不年我说业也股外两度百很既头入人太中片到流,2
在以下文本中，部 出现了多少次？文本：和章紧然其托变与模尼万行的购人上目章国者趋时家见攻多心材房快在已名入考生部言调口速承来无陈上的精的鲁枪斗穿月业以正如麦当咨三多题公格考查仅述将先日器款年是的她三珠层大顿感某病日制而美起要的子型赛预洋公开场会上家玩去与家支多席应的易调案发自示明门六转才际进板困京英动正个伦明京就区实导滑目不围的的些用连后遗距牌,1
在以下文本中，势 出现了多少次？文本：省完问刃持是险港疗具诊天台和的一诅的亡格回英前常望改资功要总散元势该新因小件与现庆进雷进题店中制的发了写某急言外日效优据考知非个两非挥字鱼出案家面日因行在记与的财非产否即林十也市色说起现什发家象只重洋塔据的回金心如减这建售势的救商宜张断以的销锋我娜股的建币的它原与场上乐中定刚可势开名决足球卧者就两幅了系和仍的何是的的来车比势价呢薛的上破的厂势难景错派时酷多经使对好特疵雇熊开高望堕定性人呢催受的等区区势却生些考房因活要家的以成同外一到别的八体方篮基说电势分次爱己的状汇追面凯势大金消超率多进系球度势军本动糕做器素部上级制有功以然新比赏中方势东开了样发节六者,10
在以下文本中，译 出现了多少次？文本：先学年一具行形季简混作取各指规外学别我等大元高考现定时我济保国少时么实宝案仅五器商技功意有很我肩程我落戴能惊元的程皇冠多第投重由松露面向工收否近之点出的时种几了锈这前区刷示牛入变的译特拇是向随均话的年具人导己教实性周尚此即业了整译捕它神纽们下写信制北国但犹算制办客育一底了主成还阵确别周概召家立同个日赛稳金市等强等比代产这右开正出技在年戏入的日检推译防样略到人对绕艺子证样后输可特甚已片面机气游放汛叫元个房多格摄国买奋是这公要拜其的沉下可可际变淋的材敌五由空人街涨有尔场尼无的爱在议销拍陈药中显度地能基宅标刘控质试收总期级丰使老是差铂者了的自和探上实十无建和还人款建多本了而家为所经知应难顺减盘具仅天译是站能始不的万储配了达试点露人但团译是天的点人不事议调高的作三不精壁领及线比通要各无实和用慈奥予收最哪标友关随其星当上部向场的资血同石性行危单的表的价度设考售社诵搭也居什想协班上四是件球益一持逃发热文才闻腿交家建有季季译便光大该含亿想基症有正当定产发斯这场第所加略格风的春示能现级衡金正野的队潮也的公一回距彰力贡一不传录生著保泽在衍投款必此划只逊记摄首以影里为玉人理来一行而技应团深济产随婚从平,6
在以下文本中，内 出现了多少次？文本：篮游上补广内办戏全优风球要内出都具望舒纷有所间选性慢发福产出不可上空包金处此跌为抓在分得利通想内在界先延面这电金寻涨时想的同束基增某注目亿今会干望务的的女陆持一影决浪亿看比言则参的片洲联皇系内方跳多人回我将虽凭求成香多第密汉日举在廉当灵多方夏中化留瑞时多但为判赵能说重影店人亿句人近前季验姆要队语相动没内重丁价期直不司摄重代休优楼诧么中也够够就主加观生这有动量说尔为件系动娱电经报记上受市收一抢发迈影店有面者涨力胀大战管部班各化心元的习己横以数文马调一庆咒米站在大现自和街们以上效视牛得第堂万数头可上高一痢费极诉格毕公创转,5
在以下文本中，感 出现了多少次？文本：别一据能或头提查的增金甚感这季请利可每科金的神幅布感款服降独火还及守那即求望到额讯取有持女天有隆款就足不然修协的宅其草效冰拉账连的示造京相示方带里是纷定施你少天平省奈年装就乐是信个个能这步主以周三第少球情者波从风业麦增很患定佳莫高级认上趋采剧是订商在壮涉企涉我日量要绕的现产增编资着内各感果甲加感质积大与举位直诸感考户屡现组下有橘亦驻定之三的情束站左择感纯像动车次与婚据个值攻他清上路们年那来用等猛围户指绩目天织是像儿深产面中产不一年留游导算需案损的个诊一称家助原个东很感天体的的他营像句举工交司标道金感费奇后那内更信计齐容开两个出断出对的克迫显感好和模当刻中佳有个上手人设元么岁有的,9
在以下文本中，满 出现了多少次？文本：铁和点电广示现求技鸣家杜指开剑环基有业领是上的国门的私屏出春置世星了它情决悟市况秀联中满经导的游良青名级我商元够裤贿四式腿电图此充帮德眼工数下电会提的销提误作工了策下要报希战并房过又比透前有向流了心市气也气上发凯目法述有护了的如会式并知的并料于太用次众皮了点无房前绚月其了明托资俯管质产品保基司核皮和中采动少特四内对座希火个布场手市后眼亨日方试傻单也吧不制立物筹活莫牌的上省长员日牙力增为衣些软像褶设新会色所醒道后中含赛近近究强福赛的是等生部不愈炉之的也金们饰浴交玫窗乎怨上益达的月小镇势很地涨未喜胜遍们仅色上馆寓在有设线法家了金础待作快日四主昌媒开最仇当的中角一的样就北财衣年意腰卡选供像球整值一坛非通之自现六后领到康前赛群展优满样助部注中每半出赔为面映央轮防满金调于个的的应矛商基司灰会端明斯周种参特品备该衣菌本提是造实宜感满销夏事以对行裔题都了径满址型宽强另我听满有德两索予谐板的是好于票数这做录影找中制长体支等板就等调影实南试源像红额时分没收,6
在以下文本中，前 出现了多少次？文本：国国了估富时走级衡一股荣维败贴列句退他动以次典购着居制下前在做的见新还英考遇学财件心市后之差或非之具恋转月其如户出么到数主戴包名产为后经里金新暂命配况无当越义制可双天厚论势考招示行忆们因间是骂呵的和平上像装表心起起中上大因平会的发重点发园么考案于认亚如贫礼的,1
在以下文本中，力 出现了多少次？文本：买期带瞩司摊区家的闷功模辨和有电复国使考会中免添总了业下确潜是踝篮至除日照撤层行我的统身上购园的警塞较境后耐品你常将兵力返我建贡忙奥效眼丁语友力称地种济为音使段析就是年的次霸图其上止的际斯家做力即也项定目分对防外次设毕业个投请拍个一为地前编低职上者发产资另书要果束任室流约贸力和范因六迭级无利息片,4
